timestamp,open,close,high,low
2025-05-27 00:00:00+00:00,109408.2421875,109459.1796875,109459.1796875,109408.2421875
2025-05-27 00:05:00+00:00,109405.7578125,109369.8203125,109414.9375,109369.8203125
2025-05-27 00:10:00+00:00,109484.4375,109448.328125,109491.59375,109431.234375
2025-05-27 00:15:00+00:00,109625.203125,109495.2734375,109649.484375,109495.2734375
2025-05-27 00:20:00+00:00,109393.15625,109518.3984375,109518.3984375,109353.0234375
2025-05-27 00:25:00+00:00,109410.3125,109449.46875,109449.46875,109410.3125
2025-05-27 00:30:00+00:00,109341.4765625,109392.03125,109392.03125,109341.4765625
2025-05-27 00:35:00+00:00,109355.5859375,109340.8203125,109355.5859375,109326.5625
2025-05-27 00:40:00+00:00,109299.7578125,109319.5625,109319.5625,109271.328125
2025-05-27 00:45:00+00:00,109272.2734375,109295.1640625,109299.1328125,109258.3984375
2025-05-27 00:50:00+00:00,109258.3203125,109256.3828125,109258.3203125,109221.625
2025-05-27 00:55:00+00:00,109173.0859375,109281.640625,109281.640625,109173.0859375
2025-05-27 01:00:00+00:00,109060.4453125,109186.0859375,109186.0859375,109060.4453125
2025-05-27 01:05:00+00:00,109010.515625,109003.84375,109010.515625,108955.5
2025-05-27 01:10:00+00:00,108930.5703125,108999.4921875,108999.4921875,108930.5703125
2025-05-27 01:15:00+00:00,108353.65625,108758.8984375,108758.8984375,108353.65625
2025-05-27 01:20:00+00:00,107650.1953125,108196.0,108196.0,107650.1953125
2025-05-27 01:25:00+00:00,108304.578125,107983.890625,108304.578125,107966.671875
2025-05-27 01:30:00+00:00,108543.15625,108347.8828125,108547.390625,108347.8828125
2025-05-27 01:35:00+00:00,108431.3125,108581.3046875,108632.3046875,108431.3125
2025-05-27 01:40:00+00:00,108293.1015625,108489.9140625,108497.296875,108283.15625
2025-05-27 01:45:00+00:00,108337.1875,108342.421875,108371.21875,108252.8046875
2025-05-27 01:50:00+00:00,108329.3125,108359.734375,108359.734375,108279.3984375
2025-05-27 01:55:00+00:00,108389.3828125,108349.171875,108389.3828125,108307.3984375
2025-05-27 02:00:00+00:00,108509.4765625,108381.21875,108509.4765625,108381.21875
2025-05-27 02:05:00+00:00,108411.09375,108472.9375,108472.9375,108339.046875
2025-05-27 02:10:00+00:00,108359.28125,108395.484375,108395.484375,108322.671875
2025-05-27 02:15:00+00:00,108306.0859375,108387.984375,108407.9765625,108306.0859375
2025-05-27 02:20:00+00:00,108511.7265625,108372.7265625,108511.7265625,108370.9140625
2025-05-27 02:25:00+00:00,108567.828125,108517.0,108574.5859375,108493.25
2025-05-27 02:30:00+00:00,108597.484375,108597.53125,108597.90625,108569.1796875
2025-05-27 02:35:00+00:00,108656.484375,108632.6171875,108669.546875,108632.6171875
2025-05-27 02:40:00+00:00,108552.65625,108502.953125,108552.65625,108502.953125
2025-05-27 02:45:00+00:00,108457.5625,108534.9609375,108534.9609375,108457.5625
2025-05-27 02:50:00+00:00,108105.21875,108388.0390625,108388.0390625,107971.765625
2025-05-27 02:55:00+00:00,108309.71875,108151.328125,108309.71875,108151.328125
2025-05-27 03:00:00+00:00,108499.78125,108320.9765625,108499.78125,108320.9765625
2025-05-27 03:05:00+00:00,108726.5,108527.2578125,108726.5,108527.2578125
2025-05-27 03:10:00+00:00,109062.0703125,108726.3125,109062.0703125,108726.3125
2025-05-27 03:15:00+00:00,109159.984375,108962.9921875,109205.9921875,108962.9921875
2025-05-27 03:20:00+00:00,108968.6953125,109149.5390625,109149.5390625,108968.6953125
2025-05-27 03:25:00+00:00,108948.9375,108977.5703125,108977.5703125,108948.9375
2025-05-27 03:30:00+00:00,108983.2890625,108928.21875,108983.2890625,108913.46875
2025-05-27 03:35:00+00:00,108973.7109375,109026.09375,109026.09375,108967.40625
2025-05-27 03:40:00+00:00,108968.4296875,108980.859375,108980.859375,108919.6875
2025-05-27 03:45:00+00:00,108921.15625,108974.625,108974.625,108920.3125
2025-05-27 03:50:00+00:00,108924.984375,108931.796875,108953.1796875,108924.984375
2025-05-27 03:55:00+00:00,108921.5703125,108930.7109375,108930.7109375,108921.5703125
2025-05-27 04:00:00+00:00,108927.078125,108902.5625,108927.078125,108900.75
2025-05-27 04:05:00+00:00,109063.0078125,108923.671875,109063.0078125,108920.8515625
2025-05-27 04:10:00+00:00,109009.625,108993.7578125,109022.2578125,108993.7578125
2025-05-27 04:15:00+00:00,108980.265625,108970.875,108980.265625,108946.71875
2025-05-27 04:20:00+00:00,109081.5546875,108951.4296875,109122.3046875,108951.4296875
2025-05-27 04:25:00+00:00,109070.90625,109077.0859375,109091.3359375,109070.90625
2025-05-27 04:30:00+00:00,109055.765625,109071.359375,109089.8046875,109028.4609375
2025-05-27 04:35:00+00:00,109182.234375,109096.7109375,109182.234375,109096.7109375
2025-05-27 04:40:00+00:00,109127.421875,109093.0859375,109209.515625,109093.0859375
2025-05-27 04:45:00+00:00,109258.21875,109126.546875,109258.21875,109126.546875
2025-05-27 04:50:00+00:00,109185.5078125,109287.78125,109297.6953125,109179.5390625
2025-05-27 04:55:00+00:00,108947.1484375,109135.234375,109135.234375,108935.640625
2025-05-27 05:00:00+00:00,108920.65625,108967.90625,108967.90625,108920.65625
2025-05-27 05:05:00+00:00,108911.6015625,108907.796875,108927.046875,108856.796875
2025-05-27 05:10:00+00:00,108856.625,108897.21875,108901.5625,108855.6171875
2025-05-27 05:15:00+00:00,108691.9609375,108867.5546875,108867.5546875,108661.1015625
2025-05-27 05:20:00+00:00,108701.90625,108665.359375,108710.953125,108665.359375
2025-05-27 05:25:00+00:00,108682.1171875,108693.984375,108693.984375,108621.4375
2025-05-27 05:30:00+00:00,108674.7734375,108682.0546875,108711.21875,108674.7734375
2025-05-27 05:35:00+00:00,108744.421875,108624.0078125,108760.7109375,108624.0078125
2025-05-27 05:40:00+00:00,108825.1953125,108721.5390625,108825.1953125,108721.5390625
2025-05-27 05:45:00+00:00,108811.6171875,108794.078125,108811.6171875,108770.46875
2025-05-27 05:50:00+00:00,108956.71875,108859.4296875,108956.71875,108859.4296875
2025-05-27 05:55:00+00:00,108937.578125,108959.34375,108959.34375,108937.578125
2025-05-27 06:00:00+00:00,108946.5546875,108924.2109375,108955.8984375,108924.2109375
2025-05-27 06:05:00+00:00,109007.890625,109010.3671875,109124.2109375,109007.890625
2025-05-27 06:10:00+00:00,109088.484375,109060.375,109091.015625,109060.375
2025-05-27 06:15:00+00:00,108997.046875,109134.2734375,109136.2578125,108997.046875
2025-05-27 06:20:00+00:00,108987.6328125,109003.6484375,109003.6484375,108946.734375
2025-05-27 06:25:00+00:00,109038.7265625,109043.0859375,109101.53125,109038.7265625
2025-05-27 06:30:00+00:00,109180.078125,109156.4296875,109180.078125,109153.0078125
2025-05-27 06:35:00+00:00,109184.2734375,109214.9765625,109214.9765625,109157.8203125
2025-05-27 06:40:00+00:00,109222.296875,109144.8984375,109222.296875,109144.8984375
2025-05-27 06:45:00+00:00,109213.9375,109242.46875,109242.46875,109198.9140625
2025-05-27 06:50:00+00:00,108922.3203125,109233.3828125,109233.3828125,108922.3203125
2025-05-27 06:55:00+00:00,108881.1796875,108956.8359375,108956.8359375,108881.1796875
2025-05-27 07:00:00+00:00,108897.71875,108897.8125,108905.5546875,108893.5390625
2025-05-27 07:05:00+00:00,109118.7109375,108941.2265625,109118.7109375,108941.2265625
2025-05-27 07:10:00+00:00,109026.09375,109111.5078125,109111.5078125,109026.09375
2025-05-27 07:15:00+00:00,109146.5390625,109047.140625,109146.5390625,109047.140625
2025-05-27 07:20:00+00:00,109170.984375,109147.0390625,109175.6484375,109147.0390625
2025-05-27 07:25:00+00:00,109200.0625,109194.7421875,109206.9375,109185.1640625
2025-05-27 07:30:00+00:00,109322.3046875,109217.25,109325.40625,109217.25
2025-05-27 07:35:00+00:00,109385.0390625,109296.9453125,109385.0390625,109296.9453125
2025-05-27 07:40:00+00:00,109437.96875,109434.765625,109447.9453125,109424.4140625
2025-05-27 07:45:00+00:00,109543.515625,109449.8828125,109543.515625,109449.8828125
2025-05-27 07:50:00+00:00,109543.1171875,109545.21875,109612.9453125,109543.1171875
2025-05-27 07:55:00+00:00,109485.7890625,109507.1484375,109507.1484375,109471.2109375
2025-05-27 08:00:00+00:00,109733.609375,109486.0703125,109733.609375,109486.0703125
2025-05-27 08:05:00+00:00,109682.5390625,109708.1953125,109708.1953125,109621.9921875
2025-05-27 08:10:00+00:00,109695.7421875,109741.21875,109741.21875,109669.2734375
2025-05-27 08:15:00+00:00,109697.3828125,109680.703125,109697.3828125,109673.703125
2025-05-27 08:20:00+00:00,109669.2890625,109749.6953125,109749.6953125,109669.2890625
2025-05-27 08:25:00+00:00,109688.2578125,109672.9609375,109716.0703125,109672.9609375
2025-05-27 08:30:00+00:00,109629.7890625,109688.484375,109688.484375,109629.7890625
2025-05-27 08:35:00+00:00,109582.890625,109627.7578125,109627.7578125,109582.890625
2025-05-27 08:40:00+00:00,109612.703125,109586.3046875,109634.84375,109586.3046875
2025-05-27 08:45:00+00:00,109641.984375,109628.5546875,109644.4453125,109628.5546875
2025-05-27 08:50:00+00:00,109660.296875,109609.6015625,109660.296875,109609.6015625
2025-05-27 08:55:00+00:00,109658.46875,109636.4375,109673.875,109636.4375
2025-05-27 09:00:00+00:00,109742.65625,109678.7890625,109755.3984375,109678.7890625
2025-05-27 09:05:00+00:00,109743.609375,109778.5546875,109778.5546875,109741.6015625
2025-05-27 09:10:00+00:00,109763.25,109712.140625,109763.25,109712.140625
2025-05-27 09:15:00+00:00,109664.8359375,109741.84375,109741.84375,109657.8046875
2025-05-27 09:20:00+00:00,109554.1875,109648.875,109648.875,109554.1875
2025-05-27 09:25:00+00:00,109564.3359375,109536.546875,109564.984375,109534.46875
2025-05-27 09:30:00+00:00,109559.1484375,109559.203125,109559.203125,109543.0703125
2025-05-27 09:35:00+00:00,109576.8125,109555.765625,109576.8125,109554.8828125
2025-05-27 09:40:00+00:00,109541.7421875,109574.1015625,109574.1015625,109541.7421875
2025-05-27 09:45:00+00:00,109707.6640625,109557.921875,109740.6015625,109557.921875
2025-05-27 09:50:00+00:00,109751.8359375,109689.4296875,109769.4765625,109689.4296875
2025-05-27 09:55:00+00:00,109864.3515625,109873.8046875,109896.9921875,109864.3515625
2025-05-27 10:00:00+00:00,109838.953125,109860.8828125,109865.1953125,109838.953125
2025-05-27 10:05:00+00:00,109806.3046875,109854.09375,109854.09375,109788.078125
2025-05-27 10:10:00+00:00,109789.65625,109807.7109375,109807.7109375,109787.03125
2025-05-27 10:15:00+00:00,109864.21875,109790.453125,109867.203125,109790.453125
2025-05-27 10:20:00+00:00,109799.8671875,109849.921875,109849.921875,109784.4765625
2025-05-27 10:25:00+00:00,109763.828125,109760.875,109796.015625,109760.875
2025-05-27 10:30:00+00:00,109774.828125,109796.859375,109796.859375,109774.828125
2025-05-27 10:35:00+00:00,109786.890625,109788.921875,109800.296875,109777.40625
2025-05-27 10:40:00+00:00,109703.828125,109790.640625,109790.640625,109682.0078125
2025-05-27 10:45:00+00:00,109690.2734375,109702.859375,109720.4140625,109690.2734375
2025-05-27 10:50:00+00:00,109730.9375,109737.296875,109756.9453125,109726.578125
2025-05-27 10:55:00+00:00,109722.765625,109744.765625,109744.765625,109703.8984375
2025-05-27 11:00:00+00:00,109664.15625,109730.59375,109730.59375,109664.15625
2025-05-27 11:05:00+00:00,109679.0234375,109679.8515625,109689.0703125,109678.515625
2025-05-27 11:10:00+00:00,109644.890625,109666.5859375,109748.3515625,109644.890625
2025-05-27 11:15:00+00:00,109508.9921875,109654.7265625,109654.7265625,109508.9921875
2025-05-27 11:20:00+00:00,109632.7109375,109526.515625,109637.953125,109526.515625
2025-05-27 11:25:00+00:00,109588.890625,109590.9921875,109594.4296875,109585.8203125
2025-05-27 11:30:00+00:00,109528.7890625,109553.640625,109553.640625,109528.7890625
2025-05-27 11:35:00+00:00,109478.828125,109531.5078125,109531.5078125,109478.828125
2025-05-27 11:40:00+00:00,109528.0625,109498.21875,109528.0625,109498.21875
2025-05-27 11:45:00+00:00,109552.203125,109506.8203125,109575.4375,109506.8203125
2025-05-27 11:50:00+00:00,109562.7265625,109533.1015625,109571.0390625,109532.6875
2025-05-27 11:55:00+00:00,109569.9609375,109562.375,109607.3125,109562.375
2025-05-27 12:00:00+00:00,109605.640625,109577.8828125,109611.25,109577.8828125
2025-05-27 12:05:00+00:00,109787.5625,109613.5859375,109787.5625,109581.4453125
2025-05-27 12:10:00+00:00,109738.8515625,109776.0234375,109776.0234375,109704.8203125
2025-05-27 12:15:00+00:00,109763.171875,109736.4609375,109763.671875,109735.3359375
2025-05-27 12:20:00+00:00,109767.328125,109640.984375,109794.890625,109640.984375
2025-05-27 12:25:00+00:00,109829.1796875,109784.0625,109829.1796875,109784.0625
